"Ground floor","rhone_rez",0,"Rhône"
"1st","rhone",1,"Rhône"
"Ground floor","rhone",0,"Ternier"
"Ground floor","rhone",0,"Butin"
"Ground floor","rhone",0,"Bertrand"
"Ground floor","rhone",0,"Hepia"
