"Rhône","cfptrhonetest","Chemin Gérard-De-Ternier 10, 1213 Lancy"
"Ternier","cfptrhonetest","Chemin Gérard-De-Ternier 18, 1213 Petit-Lancy"
"Butin","cfptrhonetest","Route du Pont Butin 43, 1213 Petit-Lancy"
"Bertrand","cfptrhonetest","Avenue Louis-Bertrand 38, 1213 Petit-Lancy"
"Hepia","cfptrhonetest","Route de Presinge 150, 1254 Jussy"
